D00217,CHEMBL112,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL112
D00216,CHEMBL1566,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1566
D00198,CHEMBL1668,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1668
D00196,CHEMBL94,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL94
D00219,CHEMBL1589,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1589
D00218,CHEMBL20,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL20
D04025,CHEMBL1614707,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1614707
D00359,CHEMBL1515625,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1515625
D01180,CHEMBL1200907,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1200907
D01228,CHEMBL1098285,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1098285
D01183,CHEMBL121626,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL121626
D03252,CHEMBL288441,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL288441
D02655,CHEMBL1256671,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1256671
D01223,CHEMBL1773,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1773
D00994,CHEMBL1128,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1128
D00995,CHEMBL54126,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL54126
D01918,CHEMBL3182314,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL3182314
D01915,CHEMBL1744447,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1744447
D00584,CHEMBL185,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL185
D00998,CHEMBL211471,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL211471
D01911,CHEMBL1697719,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1697719
D02375,CHEMBL822,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL822
D00667,CHEMBL1200514,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1200514
D00103,CHEMBL1236315,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1236315
D00452,CHEMBL956,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL956
D00455,CHEMBL1503,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1503
D00454,CHEMBL715,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL715
D00459,CHEMBL1201011,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1201011
D00109,CHEMBL25,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL25
D00518,CHEMBL17,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL17
D00519,CHEMBL842,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL842
D00691,CHEMBL1752,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1752
D01825,CHEMBL279775,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL279775
D00510,CHEMBL101,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL101
D02579,CHEMBL92401,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL92401
D00512,CHEMBL16,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL16
D01828,CHEMBL1096,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1096
D00515,CHEMBL730,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL730
D00516,CHEMBL6622,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL6622
D00487,CHEMBL812,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL812
D00222,CHEMBL184,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL184
D00771,CHEMBL1371,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1371
D00070,CHEMBL1622,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1622
D01704,CHEMBL27220,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL27220
D01071,CHEMBL7728,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL7728
D03670,CHEMBL556,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL556
D03077,CHEMBL1192519,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1192519
D03758,CHEMBL430554,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL430554
D03756,CHEMBL3707361,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL3707361
D03753,CHEMBL1581,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1581
D03752,CHEMBL1592,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1592
D03751,CHEMBL329012,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL329012
D02581,CHEMBL2104092,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL2104092
D02580,CHEMBL1201168,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1201168
D00317,CHEMBL880,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL880
D00315,CHEMBL622,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL622
D00252,CHEMBL108,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL108
D00251,CHEMBL1560,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1560
D03829,CHEMBL3989402,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL3989402
D03828,CHEMBL2360464,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL2360464
D03350,CHEMBL545315,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL545315
D03823,CHEMBL1243298,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1243298
D03822,CHEMBL636,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL636
D03826,CHEMBL2105891,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL2105891
D03218,CHEMBL1289926,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1289926
D04031,CHEMBL77305,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL77305
D03217,CHEMBL1963681,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1963681
D02756,CHEMBL45414,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL45414
D01811,CHEMBL27577,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL27577
D00656,CHEMBL1577,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1577
D00655,CHEMBL19,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL19
D00654,CHEMBL1763,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1763
D00653,CHEMBL1201162,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL1201162
D00652,CHEMBL220491,https://www.ebi.ac.uk/chembldb/compound/inspect/CHEMBL220491
